caseNumber,reportedDate,offense,description
MP2018307025        ,2018-09-11T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018307034        ,2018-09-11T00:00:00.000Z,TFPER   ,THEFT FROM PERSON SNATCH/GRAB 
MP2018307048        ,2018-09-11T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018307084        ,2018-09-11T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018307119        ,2018-09-11T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018307179        ,2018-09-11T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018307221        ,2018-09-11T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018307240        ,2018-09-11T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018307315        ,2018-09-11T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018307387        ,2018-09-11T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018307401        ,2018-09-11T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018307514        ,2018-09-11T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018307562        ,2018-09-11T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018307585        ,2018-09-11T00:00:00.000Z,ASLT3   ,ASLT-SGNFCNT BDLY HM          
MP2018307587        ,2018-09-11T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018307636        ,2018-09-11T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018307665        ,2018-09-11T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018307677        ,2018-09-11T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018307737        ,2018-09-11T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018307844        ,2018-09-11T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018306814        ,2018-09-11T00:00:00.000Z,ASLT3   ,ASLT-SGNFCNT BDLY HM          
MP2018307285        ,2018-09-11T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018307293        ,2018-09-11T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018307784        ,2018-09-11T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018307931        ,2018-09-11T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2018702079        ,2018-09-11T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018702081        ,2018-09-11T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018702084        ,2018-09-11T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018702085        ,2018-09-11T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018702087        ,2018-09-11T00:00:00.000Z,TBLDG   ,THEFT FROM BUILDING           
MP2018702088        ,2018-09-11T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018702089        ,2018-09-11T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018702090        ,2018-09-11T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018307830        ,2018-09-11T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018305353        ,2018-09-11T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018306604        ,2018-09-11T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018308080        ,2018-09-12T00:00:00.000Z,ASLT3   ,ASLT-SGNFCNT BDLY HM          
MP2018308053        ,2018-09-12T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018308145        ,2018-09-12T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018308196        ,2018-09-12T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018308197        ,2018-09-12T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2018308203        ,2018-09-12T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018308204        ,2018-09-12T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2018308219        ,2018-09-12T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018308237        ,2018-09-12T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018308244        ,2018-09-12T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018308255        ,2018-09-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018308258        ,2018-09-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018308322        ,2018-09-12T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018308336        ,2018-09-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018308338        ,2018-09-12T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018308340        ,2018-09-12T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018308362        ,2018-09-12T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018308373        ,2018-09-12T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018308422        ,2018-09-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018308435        ,2018-09-12T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018308445        ,2018-09-12T00:00:00.000Z,TMVP    ,THEFT-MOTR VEH PARTS          
MP2018308471        ,2018-09-12T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018308489        ,2018-09-12T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018308509        ,2018-09-12T00:00:00.000Z,MVTHFT  ,OTHER VEHICLE THEFT           
MP2018308515        ,2018-09-12T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018308520        ,2018-09-12T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018308563        ,2018-09-12T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018308566        ,2018-09-12T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018308574        ,2018-09-12T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018308576        ,2018-09-12T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2018308627        ,2018-09-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018308644        ,2018-09-12T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018308652        ,2018-09-12T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP2018308681        ,2018-09-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018308689        ,2018-09-12T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018308692        ,2018-09-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018308714        ,2018-09-12T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018308723        ,2018-09-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018308725        ,2018-09-12T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018308759        ,2018-09-12T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018308761        ,2018-09-12T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018308769        ,2018-09-12T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2018308783        ,2018-09-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018308791        ,2018-09-12T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2018308795        ,2018-09-12T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018308873        ,2018-09-12T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2018308952        ,2018-09-12T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018309019        ,2018-09-12T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018309052        ,2018-09-12T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018309082        ,2018-09-12T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018309174        ,2018-09-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018309298        ,2018-09-12T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018702096        ,2018-09-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702099        ,2018-09-12T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2018307970        ,2018-09-12T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP2018308215        ,2018-09-12T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP2018315353        ,2018-09-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018315351        ,2018-09-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018308171        ,2018-09-12T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018307849        ,2018-09-12T00:00:00.000Z,ASLT4   ,OBS - ASLT-POLICE/EMERG P     
MP2018308510        ,2018-09-12T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018308535        ,2018-09-12T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018308594        ,2018-09-12T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2018308764        ,2018-09-12T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018308878        ,2018-09-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018309163        ,2018-09-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018309179        ,2018-09-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018309194        ,2018-09-12T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2018309220        ,2018-09-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018702104        ,2018-09-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018702105        ,2018-09-12T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018702107        ,2018-09-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702108        ,2018-09-12T00:00:00.000Z,TBLDG   ,THEFT FROM BUILDING           
MP2018702110        ,2018-09-12T00:00:00.000Z,TBLDG   ,THEFT FROM BUILDING           
MP2018702112        ,2018-09-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702113        ,2018-09-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702114        ,2018-09-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018702115        ,2018-09-12T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018309112        ,2018-09-13T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018309573        ,2018-09-13T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2018309692        ,2018-09-13T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2018309901        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018309954        ,2018-09-13T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018309991        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018310461        ,2018-09-13T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018310498        ,2018-09-13T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018702121        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702122        ,2018-09-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018702123        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702124        ,2018-09-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018702125        ,2018-09-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018702126        ,2018-09-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018702130        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702132        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702133        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702134        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702135        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702137        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702138        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702141        ,2018-09-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018702142        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702143        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702146        ,2018-09-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018310213        ,2018-09-13T00:00:00.000Z,TFPER   ,THEFT FROM PERSON SNATCH/GRAB 
MP2018310263        ,2018-09-13T00:00:00.000Z,ASLT4   ,OBS - ASLT-POLICE/EMERG P     
MP2018309986        ,2018-09-13T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018315350        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018315281        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018307338        ,2018-09-13T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018308757        ,2018-09-13T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018309234        ,2018-09-13T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2018309237        ,2018-09-13T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018309248        ,2018-09-13T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018309278        ,2018-09-13T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018309371        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018309383        ,2018-09-13T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2018309385        ,2018-09-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018309387        ,2018-09-13T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2018309393        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018309451        ,2018-09-13T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018309512        ,2018-09-13T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018309529        ,2018-09-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018309563        ,2018-09-13T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018309571        ,2018-09-13T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018309581        ,2018-09-13T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP2018309590        ,2018-09-13T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018309601        ,2018-09-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018309643        ,2018-09-13T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018309653        ,2018-09-13T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018309688        ,2018-09-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018309712        ,2018-09-13T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018309760        ,2018-09-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018309779        ,2018-09-13T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018309783        ,2018-09-13T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018309803        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018309812        ,2018-09-13T00:00:00.000Z,ROBBIZ  ,ROBBERY OF BUSINESS           
MP2018309816        ,2018-09-13T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018309847        ,2018-09-13T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018309853        ,2018-09-13T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018309903        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018309918        ,2018-09-13T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018309961        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018309989        ,2018-09-13T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018310033        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018310058        ,2018-09-13T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018310087        ,2018-09-13T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018310152        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018310194        ,2018-09-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018310226        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018310276        ,2018-09-13T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018310375        ,2018-09-13T00:00:00.000Z,TFPER   ,THEFT FROM PERSON SNATCH/GRAB 
MP2018310502        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702117        ,2018-09-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018702118        ,2018-09-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018702119        ,2018-09-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018702120        ,2018-09-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018281294        ,2018-09-14T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018310238        ,2018-09-14T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018310432        ,2018-09-14T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP2018310473        ,2018-09-14T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018310538        ,2018-09-14T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018310567        ,2018-09-14T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018310589        ,2018-09-14T00:00:00.000Z,TBLDG   ,THEFT FROM BUILDING           
MP2018310643        ,2018-09-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018310675        ,2018-09-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018310851        ,2018-09-14T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018310910        ,2018-09-14T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018310913        ,2018-09-14T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018310920        ,2018-09-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018310921        ,2018-09-14T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018311006        ,2018-09-14T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018311034        ,2018-09-14T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018311100        ,2018-09-14T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018311118        ,2018-09-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018311152        ,2018-09-14T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018311179        ,2018-09-14T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018311200        ,2018-09-14T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2018311208        ,2018-09-14T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018311217        ,2018-09-14T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018311234        ,2018-09-14T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018311243        ,2018-09-14T00:00:00.000Z,TFPER   ,THEFT FROM PERSON SNATCH/GRAB 
MP2018311301        ,2018-09-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018311321        ,2018-09-14T00:00:00.000Z,DASLT3  ,3RD DEG DOMES ASLT            
MP2018311328        ,2018-09-14T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018311370        ,2018-09-14T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018311373        ,2018-09-14T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018311388        ,2018-09-14T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018311404        ,2018-09-14T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018311439        ,2018-09-14T00:00:00.000Z,ASLT4   ,OBS - ASLT-POLICE/EMERG P     
MP2018311451        ,2018-09-14T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018311512        ,2018-09-14T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2018311521        ,2018-09-14T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2018311544        ,2018-09-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018311591        ,2018-09-14T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2018311601        ,2018-09-14T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018311603        ,2018-09-14T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018311616        ,2018-09-14T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018311718        ,2018-09-14T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018311796        ,2018-09-14T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018702148        ,2018-09-14T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018702152        ,2018-09-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702153        ,2018-09-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702161        ,2018-09-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702162        ,2018-09-14T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018702164        ,2018-09-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702165        ,2018-09-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702171        ,2018-09-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702175        ,2018-09-14T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018310736        ,2018-09-14T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018311069        ,2018-09-14T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018311206        ,2018-09-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018311484        ,2018-09-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018311659        ,2018-09-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018311674        ,2018-09-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018702176        ,2018-09-14T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018702177        ,2018-09-14T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018702178        ,2018-09-14T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018702179        ,2018-09-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018310305        ,2018-09-14T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2018310794        ,2018-09-14T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018310834        ,2018-09-14T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018310934        ,2018-09-14T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018311085        ,2018-09-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018311153        ,2018-09-14T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP2018311532        ,2018-09-14T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018702150        ,2018-09-14T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018702155        ,2018-09-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018310977        ,2018-09-14T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP2018311708        ,2018-09-15T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2018311928        ,2018-09-15T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018311956        ,2018-09-15T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018312114        ,2018-09-15T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018312122        ,2018-09-15T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP2018231328        ,2018-09-15T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018311513        ,2018-09-15T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018312070        ,2018-09-15T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018312110        ,2018-09-15T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018312159        ,2018-09-15T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018312209        ,2018-09-15T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018312233        ,2018-09-15T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018312265        ,2018-09-15T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018312269        ,2018-09-15T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018312299        ,2018-09-15T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018312321        ,2018-09-15T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018312344        ,2018-09-15T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018312358        ,2018-09-15T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018312376        ,2018-09-15T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018312381        ,2018-09-15T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2018312393        ,2018-09-15T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018312410        ,2018-09-15T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018312437        ,2018-09-15T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018312474        ,2018-09-15T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018312503        ,2018-09-15T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018312542        ,2018-09-15T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018312577        ,2018-09-15T00:00:00.000Z,THEFT   ,OTHER THEFT                   
