caseNumber,reportedDate,offense,description
MP2019705142        ,2019-08-21T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019705145        ,2019-08-21T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019705151        ,2019-08-21T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019705152        ,2019-08-21T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019705155        ,2019-08-21T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019705157        ,2019-08-21T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019705159        ,2019-08-21T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019705160        ,2019-08-21T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019705163        ,2019-08-21T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019705164        ,2019-08-21T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019705165        ,2019-08-22T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019705167        ,2019-08-22T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019705169        ,2019-08-22T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019705170        ,2019-08-22T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019705173        ,2019-08-22T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019705175        ,2019-08-22T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019705178        ,2019-08-22T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019705180        ,2019-08-22T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019705182        ,2019-08-22T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019135367        ,2019-05-13T00:00:00.000Z,ASLT3   ,ASLT-SGNFCNT BDLY HM          
MP2019159886        ,2019-06-04T00:00:00.000Z,COMPUT  ,HACKING - THEFT OF SERVICE    
MP2019300022        ,2019-10-03T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019307697        ,2019-10-10T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019332026        ,2019-11-05T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2019332717        ,2019-11-06T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019332758        ,2019-11-06T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019332804        ,2019-11-06T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP2019332811        ,2019-11-06T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019332819        ,2019-11-06T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019332863        ,2019-11-06T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2019332892        ,2019-11-06T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019332920        ,2019-11-06T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019332931        ,2019-11-06T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019333002        ,2019-11-06T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019333008        ,2019-11-06T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019333021        ,2019-11-06T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2019333026        ,2019-11-06T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019333031        ,2019-11-06T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019333138        ,2019-11-06T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2019333151        ,2019-11-06T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019333214        ,2019-11-06T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019333216        ,2019-11-06T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019333228        ,2019-11-06T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019333244        ,2019-11-06T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019333252        ,2019-11-06T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019333256        ,2019-11-06T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019333282        ,2019-11-06T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019333286        ,2019-11-06T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019333290        ,2019-11-06T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019333302        ,2019-11-06T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019702727        ,2019-05-24T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019702729        ,2019-05-24T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019702730        ,2019-05-24T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019702731        ,2019-05-24T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019702735        ,2019-05-24T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019128689        ,2019-05-07T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2019145100        ,2019-05-22T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019145764        ,2019-05-23T00:00:00.000Z,TBLDG   ,THEFT FROM BUILDING           
MP2019145788        ,2019-05-23T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019145824        ,2019-05-23T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019145883        ,2019-05-23T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019146065        ,2019-05-23T00:00:00.000Z,TBLDG   ,THEFT FROM BUILDING           
MP2019146085        ,2019-05-24T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019146261        ,2019-05-24T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019146606        ,2019-05-24T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2019146607        ,2019-05-24T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019146613        ,2019-05-24T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019146649        ,2019-05-24T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2019146768        ,2019-05-24T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019146824        ,2019-05-24T00:00:00.000Z,TBLDG   ,THEFT FROM BUILDING           
MP2019146834        ,2019-05-24T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019146868        ,2019-05-24T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019146873        ,2019-05-24T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019146910        ,2019-05-24T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019146940        ,2019-05-24T00:00:00.000Z,ONLTHT  ,ON-LINE THEFT                 
MP2019146962        ,2019-05-24T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019146963        ,2019-05-24T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019146989        ,2019-05-24T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019146997        ,2019-05-24T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019147007        ,2019-05-24T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019147020        ,2019-05-24T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019147058        ,2019-05-24T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019147127        ,2019-05-24T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019147128        ,2019-05-24T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019147194        ,2019-05-24T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019147421        ,2019-05-25T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2019147519        ,2019-05-25T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019147560        ,2019-05-25T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019147604        ,2019-05-25T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019147616        ,2019-05-25T00:00:00.000Z,TFPER   ,THEFT FROM PERSON SNATCH/GRAB 
MP2019147808        ,2019-05-25T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019147813        ,2019-05-25T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019147835        ,2019-05-25T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019147981        ,2019-05-25T00:00:00.000Z,ONLTHT  ,ON-LINE THEFT                 
MP2019147990        ,2019-05-25T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019100865        ,2019-04-10T00:00:00.000Z,TMVP    ,THEFT-MOTR VEH PARTS          
MP2019100956        ,2019-04-10T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019101284        ,2019-04-10T00:00:00.000Z,CSCR    ,CSC - SODOMY                  
MP2019101705        ,2019-04-11T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019101831        ,2019-04-11T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019102754        ,2019-04-12T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP2019102789        ,2019-04-13T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019103723        ,2019-04-13T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019103891        ,2019-04-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019103895        ,2019-04-13T00:00:00.000Z,DASLT3  ,3RD DEG DOMES ASLT            
MP2019191217        ,2019-07-01T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2019200645        ,2019-07-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019203237        ,2019-07-15T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019206062        ,2019-07-13T00:00:00.000Z,ARSON   ,ARSON                         
MP2019206160        ,2019-07-14T00:00:00.000Z,MURDR   ,MURDER (GENERAL)              
MP2019206451        ,2019-07-14T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019207265        ,2019-07-15T00:00:00.000Z,ARSON   ,ARSON                         
MP2019207282        ,2019-07-15T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019207396        ,2019-07-15T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019207424        ,2019-07-15T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2019207431        ,2019-07-15T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2019207463        ,2019-07-15T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019207479        ,2019-07-15T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019207486        ,2019-07-15T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2019207520        ,2019-07-15T00:00:00.000Z,TFPER   ,THEFT FROM PERSON SNATCH/GRAB 
MP2019207531        ,2019-07-15T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019207539        ,2019-07-15T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019207551        ,2019-07-15T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2019207563        ,2019-07-15T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019207564        ,2019-07-15T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019207620        ,2019-07-15T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019207629        ,2019-07-15T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019207634        ,2019-07-15T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019207645        ,2019-07-15T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019207656        ,2019-07-15T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2019207682        ,2019-07-15T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019207684        ,2019-07-15T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP2019207685        ,2019-07-15T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019207692        ,2019-07-15T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019207694        ,2019-07-15T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019207725        ,2019-07-15T00:00:00.000Z,TBLDG   ,THEFT FROM BUILDING           
MP2019207753        ,2019-07-15T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019207764        ,2019-07-15T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019207781        ,2019-07-15T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019207801        ,2019-07-15T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019207809        ,2019-07-15T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019207824        ,2019-07-15T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019207835        ,2019-07-15T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019207851        ,2019-07-15T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019207910        ,2019-07-15T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019207924        ,2019-07-15T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019207927        ,2019-07-15T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019207940        ,2019-07-15T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019207953        ,2019-07-15T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019207997        ,2019-07-15T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019208054        ,2019-07-15T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019208056        ,2019-07-15T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019208074        ,2019-07-16T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2019208095        ,2019-07-15T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2019208111        ,2019-07-15T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019208112        ,2019-07-16T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019208117        ,2019-07-15T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019208140        ,2019-07-16T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2019208175        ,2019-07-16T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2019208180        ,2019-07-16T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019208256        ,2019-07-16T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019208285        ,2019-07-15T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019208291        ,2019-07-16T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2019208325        ,2019-07-16T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019208354        ,2019-07-16T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2019208391        ,2019-07-16T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019208396        ,2019-07-16T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019208402        ,2019-07-16T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019208410        ,2019-07-16T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019208420        ,2019-07-16T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019208428        ,2019-07-16T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019208432        ,2019-07-15T00:00:00.000Z,MVTHFT  ,OTHER VEHICLE THEFT           
MP2019208454        ,2019-07-16T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019208492        ,2019-07-16T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019208528        ,2019-07-16T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019208573        ,2019-07-16T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2019208582        ,2019-07-16T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019208700        ,2019-07-16T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019208704        ,2019-07-16T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019208937        ,2019-07-16T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2019208966        ,2019-07-16T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019209006        ,2019-07-16T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019298740        ,2019-07-16T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP201951910         ,2019-02-23T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP201957001         ,2019-02-27T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP201960094         ,2019-03-02T00:00:00.000Z,TFPER   ,THEFT FROM PERSON SNATCH/GRAB 
MP201960845         ,2019-03-03T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2019701445        ,2019-03-25T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019701582        ,2019-04-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019701616        ,2019-04-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019701629        ,2019-04-03T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019701637        ,2019-04-03T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019701643        ,2019-04-04T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019701710        ,2019-04-08T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019701717        ,2019-04-08T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2019701718        ,2019-04-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019701747        ,2019-04-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP201970370         ,2019-03-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019704176        ,2019-07-15T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019704178        ,2019-07-15T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019704179        ,2019-07-15T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019704184        ,2019-07-15T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019704185        ,2019-07-15T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019704186        ,2019-07-15T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019704187        ,2019-07-15T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019704188        ,2019-07-15T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019704189        ,2019-07-15T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019704190        ,2019-07-15T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019704192        ,2019-07-16T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019704193        ,2019-07-16T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019704194        ,2019-07-16T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019704195        ,2019-07-16T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019704196        ,2019-07-16T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019704199        ,2019-07-16T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019704200        ,2019-07-16T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019704201        ,2019-07-16T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019704202        ,2019-07-16T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019704203        ,2019-07-16T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP201970709         ,2019-03-12T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP201970785         ,2019-03-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP201976505         ,2019-03-18T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP201980072         ,2019-03-21T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP201981132         ,2019-03-22T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP201981603         ,2019-03-22T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP201983449         ,2019-03-24T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP201985074         ,2019-03-26T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP201985294         ,2019-03-26T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP201985652         ,2019-03-26T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP201986812         ,2019-03-27T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP201987880         ,2019-03-28T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP201988360         ,2019-03-29T00:00:00.000Z,TFPER   ,THEFT FROM PERSON SNATCH/GRAB 
MP201991862         ,2019-04-01T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP201992720         ,2019-04-02T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP201993309         ,2019-04-03T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP201993655         ,2019-04-03T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP20199506          ,2019-01-10T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP201995446         ,2019-04-05T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP201995517         ,2019-04-05T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP201995862         ,2019-04-05T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP201996138         ,2019-04-05T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP201996274         ,2019-04-06T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP201996890         ,2019-04-06T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP201997796         ,2019-04-07T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP201998507         ,2019-04-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP201998834         ,2019-04-08T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP201999085         ,2019-04-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP201999793         ,2019-04-09T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP201999948         ,2019-04-09T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202013130         ,2020-01-16T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP202025163         ,2020-01-29T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202027525         ,2020-01-31T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202029971         ,2020-02-03T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202030171         ,2020-02-03T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP202030351         ,2020-02-03T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202030516         ,2020-02-03T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202030936         ,2020-02-04T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP202030955         ,2020-02-04T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP202030961         ,2020-02-04T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP202030973         ,2020-02-04T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP202030996         ,2020-02-04T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP202031017         ,2020-02-04T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202031023         ,2020-02-04T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202031028         ,2020-02-04T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202031029         ,2020-02-04T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202031062         ,2020-02-04T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP202031106         ,2020-02-04T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202031113         ,2020-02-04T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202031130         ,2020-02-04T00:00:00.000Z,ASLT4   ,ASLT4-LESS THAN SUBST HARM    
MP202031142         ,2020-02-04T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202031162         ,2020-02-04T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202031171         ,2020-02-04T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202031194         ,2020-02-04T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202031218         ,2020-02-04T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202031223         ,2020-02-04T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP202031232         ,2020-02-04T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202031240         ,2020-02-04T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202031317         ,2020-02-04T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202031344         ,2020-02-04T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP202031350         ,2020-02-04T00:00:00.000Z,TMVP    ,THEFT-MOTR VEH PARTS          
MP202031359         ,2020-02-04T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202031381         ,2020-02-04T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP202031426         ,2020-02-04T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202031439         ,2020-02-04T00:00:00.000Z,TMVP    ,THEFT-MOTR VEH PARTS          
MP202031445         ,2020-02-04T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP202031473         ,2020-02-04T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202031488         ,2020-02-04T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202031489         ,2020-02-04T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202031490         ,2020-02-04T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP202031548         ,2020-02-04T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP202031549         ,2020-02-04T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202031565         ,2020-02-04T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP202031602         ,2020-02-04T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202031607         ,2020-02-05T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
