caseNumber,reportedDate,offense,description
MP 2018 997940,2018-04-28T14:00:28.000Z,TFMV,Theft From Motr Vehc
MP 2018 133952,2018-04-28T14:20:00.000Z,THEFT,Other Theft
MP 2018 997939,2018-04-28T14:22:42.000Z,THEFT,Other Theft
MP 2018 133976,2018-04-28T14:53:00.000Z,CSCR,Crim Sex Cond-rape
MP 2018 133959,2018-04-28T15:00:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 997936,2018-04-28T15:27:01.000Z,THEFT,Other Theft
MP 2018 134046,2018-04-28T16:30:00.000Z,SHOPLF,Shoplifting
MP 2018 134010,2018-04-28T16:41:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 133997,2018-04-28T16:50:00.000Z,THEFT,Other Theft
MP 2018 997935,2018-04-28T17:14:31.000Z,TFMV,Theft From Motr Vehc
MP 2018 134011,2018-04-28T18:09:00.000Z,THEFT,Other Theft
MP 2018 997934,2018-04-28T18:38:12.000Z,BIKETF,Bike Theft
MP 2018 134181,2018-04-28T18:51:00.000Z,ROBPER,Robbery Of Person
MP 2018 134283,2018-04-28T20:45:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 134198,2018-04-28T21:17:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 134254,2018-04-28T21:30:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 134390,2018-04-28T22:37:00.000Z,THEFT,Other Theft
MP 2018 134460,2018-04-28T23:26:00.000Z,THEFT,Other Theft
MP 2018 134508,2018-04-29T00:37:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 134608,2018-04-29T01:59:00.000Z,ROBPER,Robbery Of Person
MP 2018 134663,2018-04-29T03:00:00.000Z,THEFT,Other Theft
MP 2018 134709,2018-04-29T03:15:00.000Z,BURGB,Burglary Of Business
MP 2018 134720,2018-04-29T03:34:00.000Z,ROBPER,Robbery Of Person
MP 2018 134628,2018-04-29T04:18:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 134775,2018-04-29T04:25:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 134779,2018-04-29T05:27:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 134791,2018-04-29T06:14:00.000Z,CSCR,Crim Sex Cond-rape
MP 2018 134802,2018-04-29T08:29:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 134848,2018-04-29T10:04:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 134851,2018-04-29T10:14:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 997932,2018-04-29T10:26:56.000Z,THEFT,Other Theft
MP 2018 134884,2018-04-29T10:30:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 997931,2018-04-29T11:04:40.000Z,THEFT,Other Theft
MP 2018 134925,2018-04-29T11:10:00.000Z,THEFT,Other Theft
MP 2018 134931,2018-04-29T12:45:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 133897,2018-04-29T12:50:00.000Z,THEFT,Other Theft
MP 2018 134864,2018-04-29T13:58:00.000Z,ROBPER,Robbery Of Person
MP 2018 135095,2018-04-29T16:08:00.000Z,THEFT,Other Theft
MP 2018 135178,2018-04-29T18:35:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 997930,2018-04-29T20:09:26.000Z,THEFT,Other Theft
MP 2018 135334,2018-04-29T20:20:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 135221,2018-04-29T20:40:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 135205,2018-04-29T20:50:00.000Z,SHOPLF,Shoplifting
MP 2018 135265,2018-04-29T21:03:00.000Z,ASLT3,Aslt-sgnfcnt Bdly Hm
MP 2018 135270,2018-04-29T21:28:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 135169,2018-04-29T21:38:00.000Z,THEFT,Other Theft
MP 2018 997929,2018-04-29T22:04:59.000Z,THEFT,Other Theft
MP 2018 135417,2018-04-29T22:10:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 135474,2018-04-29T22:40:00.000Z,ROBPER,Robbery Of Person
MP 2018 135462,2018-04-29T22:50:00.000Z,SHOPLF,Shoplifting
MP 2018 997928,2018-04-29T23:04:33.000Z,TFMV,Theft From Motr Vehc
MP 2018 134532,2018-04-29T23:48:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 135566,2018-04-29T23:58:00.000Z,THEFT,Other Theft
MP 2018 135584,2018-04-30T00:20:00.000Z,THEFT,Other Theft
MP 2018 135097,2018-04-30T01:03:00.000Z,SHOPLF,Shoplifting
MP 2018 135658,2018-04-30T01:18:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 135491,2018-04-30T01:40:00.000Z,THEFT,Other Theft
MP 2018 135648,2018-04-30T02:00:00.000Z,ASLT4,Aslt-police/emerg P
MP 2018 135556,2018-04-30T03:02:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 135416,2018-04-30T03:27:00.000Z,DASLT2,2nd Deg Domes Aslt
MP 2018 133097,2018-04-30T07:15:00.000Z,SHOPLF,Shoplifting
MP 2018 135788,2018-04-30T08:00:00.000Z,ASLT3,Aslt-sgnfcnt Bdly Hm
MP 2018 997927,2018-04-30T08:36:24.000Z,THEFT,Other Theft
MP 2018 135813,2018-04-30T08:38:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 135780,2018-04-30T09:00:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 135856,2018-04-30T09:32:00.000Z,THEFT,Other Theft
MP 2018 135870,2018-04-30T09:45:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 135865,2018-04-30T10:25:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 997925,2018-04-30T10:50:21.000Z,THEFT,Other Theft
MP 2018 135892,2018-04-30T10:54:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 135843,2018-04-30T11:00:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 135949,2018-04-30T11:00:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 135906,2018-04-30T11:15:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 997924,2018-04-30T12:18:16.000Z,TFMV,Theft From Motr Vehc
MP 2018 135927,2018-04-30T12:25:00.000Z,THEFT,Other Theft
MP 2018 997923,2018-04-30T12:29:42.000Z,THEFT,Other Theft
MP 2018 997922,2018-04-30T12:34:18.000Z,TFMV,Theft From Motr Vehc
MP 2018 997920,2018-04-30T12:54:36.000Z,TFMV,Theft From Motr Vehc
MP 2018 997918,2018-04-30T13:03:35.000Z,TFMV,Theft From Motr Vehc
MP 2018 997917,2018-04-30T13:17:49.000Z,THEFT,Other Theft
MP 2018 136146,2018-04-30T13:45:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 128971,2018-04-30T13:50:00.000Z,THEFT,Other Theft
MP 2018 136097,2018-04-30T13:55:00.000Z,THEFT,Other Theft
MP 2018 997912,2018-04-30T14:05:04.000Z,TFMV,Theft From Motr Vehc
MP 2018 997911,2018-04-30T14:08:43.000Z,THFTSW,Theft By Swindle
MP 2018 136197,2018-04-30T14:32:00.000Z,THEFT,Other Theft
MP 2018 136195,2018-04-30T14:44:00.000Z,THEFT,Other Theft
MP 2018 136191,2018-04-30T14:50:00.000Z,SHOPLF,Shoplifting
MP 2018 136236,2018-04-30T14:55:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 136179,2018-04-30T15:15:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 136270,2018-04-30T15:35:00.000Z,ROBPER,Robbery Of Person
MP 2018 997909,2018-04-30T15:40:33.000Z,THEFT,Other Theft
MP 2018 997908,2018-04-30T15:52:16.000Z,THEFT,Other Theft
MP 2018 997907,2018-04-30T15:57:51.000Z,THEFT,Other Theft
MP 2018 136054,2018-04-30T17:30:00.000Z,SHOPLF,Shoplifting
MP 2018 136187,2018-04-30T18:15:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 136481,2018-04-30T18:25:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 135911,2018-04-30T18:28:00.000Z,THEFT,Other Theft
MP 2018 136501,2018-04-30T18:42:00.000Z,ROBPER,Robbery Of Person
MP 2018 136340,2018-04-30T19:00:00.000Z,THEFT,Other Theft
MP 2018 997904,2018-04-30T19:26:32.000Z,BIKETF,Bike Theft
MP 2018 136425,2018-04-30T19:32:00.000Z,SHOPLF,Shoplifting
MP 2018 136507,2018-04-30T19:46:00.000Z,SHOPLF,Shoplifting
MP 2018 136556,2018-04-30T19:51:00.000Z,THEFT,Other Theft
MP 2018 136508,2018-04-30T20:04:00.000Z,SHOPLF,Shoplifting
MP 2018 136458,2018-04-30T20:06:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 136550,2018-04-30T20:08:00.000Z,THEFT,Other Theft
MP 2018 136509,2018-04-30T20:09:00.000Z,SHOPLF,Shoplifting
MP 2018 136543,2018-04-30T20:40:00.000Z,CSCR,Crim Sex Cond-rape
MP 2018 997903,2018-04-30T21:00:25.000Z,BIKETF,Bike Theft
MP 2018 136688,2018-04-30T21:19:00.000Z,THEFT,Other Theft
MP 2018 136656,2018-04-30T21:26:00.000Z,THEFT,Other Theft
MP 2018 136291,2018-04-30T21:39:00.000Z,ROBPER,Robbery Of Person
MP 2018 136288,2018-04-30T21:39:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 136681,2018-04-30T21:50:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 136485,2018-04-30T23:04:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 136593,2018-04-30T23:30:00.000Z,THEFT,Other Theft
MP 2018 136911,2018-05-01T00:01:00.000Z,DASTR,Domestic Assault/Strangulation
MP 2018 136966,2018-05-01T00:33:00.000Z,ROBPER,Robbery Of Person
MP 2018 136968,2018-05-01T02:00:00.000Z,ASLT4,Aslt-police/emerg P
MP 2018 997902,2018-05-01T02:29:14.000Z,BIKETF,Bike Theft
MP 2018 137050,2018-05-01T03:10:00.000Z,BURGB,Burglary Of Business
MP 2018 136799,2018-05-01T03:30:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 137092,2018-05-01T05:54:00.000Z,CSCR,Crim Sex Cond-rape
MP 2018 137138,2018-05-01T06:40:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 137177,2018-05-01T08:08:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 132861,2018-05-01T08:30:00.000Z,THFTSW,Theft By Swindle
MP 2018 997901,2018-05-01T08:31:23.000Z,THEFT,Other Theft
MP 2018 137179,2018-05-01T08:35:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 137221,2018-05-01T09:30:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 137244,2018-05-01T09:47:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 137256,2018-05-01T11:01:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 997897,2018-05-01T11:07:35.000Z,THEFT,Other Theft
MP 2018 997896,2018-05-01T11:56:03.000Z,TBLDG,Theft From Building
MP 2018 137406,2018-05-01T12:15:00.000Z,THEFT,Other Theft
MP 2018 137462,2018-05-01T12:58:00.000Z,THEFT,Other Theft
MP 2018 137383,2018-05-01T13:00:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 997893,2018-05-01T13:12:46.000Z,TFMV,Theft From Motr Vehc
MP 2018 137419,2018-05-01T13:21:00.000Z,DASLT2,2nd Deg Domes Aslt
MP 2018 137451,2018-05-01T13:29:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 137427,2018-05-01T14:27:00.000Z,TFPER,Theft From Person
MP 2018 137190,2018-05-01T14:53:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 137448,2018-05-01T15:00:00.000Z,CSCR,Crim Sex Cond-rape
MP 2018 137606,2018-05-01T15:23:00.000Z,SHOPLF,Shoplifting
MP 2018 997891,2018-05-01T15:34:14.000Z,THEFT,Other Theft
MP 2018 997890,2018-05-01T15:39:43.000Z,TFMV,Theft From Motr Vehc
MP 2018 137688,2018-05-01T16:38:00.000Z,THFTSW,Theft By Swindle
MP 2018 997887,2018-05-01T17:15:50.000Z,BIKETF,Bike Theft
MP 2018 137714,2018-05-01T17:20:00.000Z,THFTSW,Theft By Swindle
MP 2018 137641,2018-05-01T17:30:00.000Z,THFTSW,Theft By Swindle
MP 2018 137718,2018-05-01T17:38:00.000Z,THFTSW,Theft By Swindle
MP 2018 137870,2018-05-01T18:37:00.000Z,BIKETF,Bike Theft
MP 2018 137356,2018-05-01T19:10:00.000Z,ASLT3,Aslt-sgnfcnt Bdly Hm
MP 2018 137767,2018-05-01T19:20:00.000Z,TFPER,Theft From Person
MP 2018 138018,2018-05-01T20:19:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 136700,2018-05-01T20:50:00.000Z,SHOPLF,Shoplifting
MP 2018 997885,2018-05-01T21:23:50.000Z,THEFT,Other Theft
MP 2018 138106,2018-05-01T21:25:00.000Z,ROBPER,Robbery Of Person
MP 2018 137793,2018-05-01T21:42:00.000Z,SHOPLF,Shoplifting
MP 2018 137885,2018-05-01T21:57:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 137922,2018-05-01T22:09:00.000Z,SHOPLF,Shoplifting
MP 2018 137900,2018-05-02T01:00:00.000Z,THEFT,Other Theft
MP 2018 138400,2018-05-02T02:00:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 138575,2018-05-02T07:21:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 138568,2018-05-02T08:00:00.000Z,THEFT,Other Theft
MP 2018 997884,2018-05-02T08:45:52.000Z,TFMV,Theft From Motr Vehc
MP 2018 138569,2018-05-02T08:50:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 138605,2018-05-02T09:00:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 138655,2018-05-02T10:15:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 997881,2018-05-02T10:20:09.000Z,THEFT,Other Theft
MP 2018 997880,2018-05-02T10:20:21.000Z,THEFT,Other Theft
MP 2018 138628,2018-05-02T10:30:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 138654,2018-05-02T10:36:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 138652,2018-05-02T10:45:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 997878,2018-05-02T11:03:09.000Z,BIKETF,Bike Theft
MP 2018 138761,2018-05-02T11:21:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 138818,2018-05-02T12:10:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 997877,2018-05-02T12:43:50.000Z,THEFT,Other Theft
MP 2018 997876,2018-05-02T13:36:45.000Z,THEFT,Other Theft
MP 2018 138870,2018-05-02T14:05:00.000Z,SHOPLF,Shoplifting
MP 2018 997875,2018-05-02T14:08:45.000Z,THEFT,Other Theft
MP 2018 139026,2018-05-02T14:20:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 138970,2018-05-02T14:27:00.000Z,SHOPLF,Shoplifting
MP 2018 139045,2018-05-02T14:50:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 138886,2018-05-02T15:00:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 138987,2018-05-02T15:25:00.000Z,THEFT,Other Theft
MP 2018 139018,2018-05-02T15:30:00.000Z,THEFT,Other Theft
MP 2018 997871,2018-05-02T15:42:36.000Z,TFMV,Theft From Motr Vehc
MP 2018 997870,2018-05-02T16:05:25.000Z,THEFT,Other Theft
MP 2018 139145,2018-05-02T16:45:00.000Z,SHOPLF,Shoplifting
MP 2018 139185,2018-05-02T17:55:00.000Z,SHOPLF,Shoplifting
MP 2018 139268,2018-05-02T17:57:00.000Z,SHOPLF,Shoplifting
MP 2018 139130,2018-05-02T18:12:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 139283,2018-05-02T18:32:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 139292,2018-05-02T20:40:00.000Z,THEFT,Other Theft
MP 2018 139483,2018-05-02T21:21:00.000Z,ASLT1,Aslt-great Bodily Hm
MP 2018 139412,2018-05-02T21:30:00.000Z,SHOPLF,Shoplifting
MP 2018 139656,2018-05-02T21:42:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 139200,2018-05-02T22:10:00.000Z,THEFT,Other Theft
MP 2018 997865,2018-05-02T22:19:43.000Z,THEFT,Other Theft
MP 2018 139162,2018-05-02T22:20:00.000Z,SHOPLF,Shoplifting
MP 2018 997864,2018-05-02T22:22:14.000Z,THEFT,Other Theft
MP 2018 139727,2018-05-02T23:13:00.000Z,THEFT,Other Theft
MP 2018 139580,2018-05-02T23:50:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 139773,2018-05-02T23:53:00.000Z,DASTR,Domestic Assault/Strangulation
MP 2018 139101,2018-05-03T00:15:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 139582,2018-05-03T01:10:00.000Z,THEFT,Other Theft
MP 2018 139854,2018-05-03T01:38:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 139937,2018-05-03T02:01:00.000Z,ROBPER,Robbery Of Person
MP 2018 139845,2018-05-03T02:32:00.000Z,ROBPER,Robbery Of Person
MP 2018 139992,2018-05-03T03:13:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 139911,2018-05-03T04:26:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 140024,2018-05-03T04:46:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 139998,2018-05-03T05:07:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 140066,2018-05-03T07:35:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 140085,2018-05-03T08:17:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 140116,2018-05-03T08:57:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 997863,2018-05-03T09:13:20.000Z,THEFT,Other Theft
MP 2018 140121,2018-05-03T09:26:00.000Z,BURGB,Burglary Of Business
MP 2018 140122,2018-05-03T09:30:00.000Z,ROBPER,Robbery Of Person
MP 2018 140874,2018-05-03T09:38:00.000Z,TFPER,Theft From Person
MP 2018 140075,2018-05-03T10:45:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 997862,2018-05-03T11:08:13.000Z,THEFT,Other Theft
MP 2018 997860,2018-05-03T11:22:51.000Z,BIKETF,Bike Theft
MP 2018 140328,2018-05-03T12:25:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 140491,2018-05-03T14:45:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 140451,2018-05-03T14:50:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 140476,2018-05-03T14:55:00.000Z,ASLT3,Aslt-sgnfcnt Bdly Hm
MP 2018 140533,2018-05-03T15:10:00.000Z,BIKETF,Bike Theft
MP 2018 997857,2018-05-03T15:12:55.000Z,THEFT,Other Theft
MP 2018 140406,2018-05-03T15:42:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 997856,2018-05-03T15:46:30.000Z,THEFT,Other Theft
MP 2018 140545,2018-05-03T16:20:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 140502,2018-05-03T16:42:00.000Z,SHOPLF,Shoplifting
MP 2018 140668,2018-05-03T17:00:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 140603,2018-05-03T17:05:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 140652,2018-05-03T17:07:00.000Z,BIKETF,Bike Theft
MP 2018 140442,2018-05-03T17:24:00.000Z,THEFT,Other Theft
MP 2018 140718,2018-05-03T17:59:00.000Z,THEFT,Other Theft
MP 2018 140649,2018-05-03T18:27:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 140759,2018-05-03T18:42:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 140709,2018-05-03T19:00:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 140635,2018-05-03T19:01:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 140839,2018-05-03T19:20:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 140831,2018-05-03T19:50:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 140989,2018-05-03T20:48:00.000Z,CSCR,Crim Sex Cond-rape
MP 2018 140634,2018-05-03T20:49:00.000Z,THEFT,Other Theft
MP 2018 140920,2018-05-03T21:00:00.000Z,SHOPLF,Shoplifting
MP 2018 140785,2018-05-03T21:13:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 140560,2018-05-03T21:27:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 141005,2018-05-03T22:04:00.000Z,ROBPER,Robbery Of Person
MP 2018 141013,2018-05-03T22:46:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 140992,2018-05-03T22:47:00.000Z,THEFT,Other Theft
MP 2018 141134,2018-05-03T23:49:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 141091,2018-05-03T23:56:00.000Z,DASLT3,3rd Deg Domes Aslt
MP 2018 141051,2018-05-04T00:05:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 140951,2018-05-04T00:25:00.000Z,SHOPLF,Shoplifting
MP 2018 141260,2018-05-04T00:34:00.000Z,THEFT,Other Theft
MP 2018 141023,2018-05-04T00:40:00.000Z,TFPER,Theft From Person
MP 2018 141079,2018-05-04T00:45:00.000Z,SHOPLF,Shoplifting
MP 2018 141276,2018-05-04T00:56:00.000Z,DASTR,Domestic Assault/Strangulation
MP 2018 141007,2018-05-04T01:13:00.000Z,TFPER,Theft From Person
MP 2018 141305,2018-05-04T01:30:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 141409,2018-05-04T05:00:00.000Z,DASTR,Domestic Assault/Strangulation
MP 2018 141496,2018-05-04T05:00:00.000Z,DASTR,Domestic Assault/Strangulation
MP 2018 141547,2018-05-04T07:00:00.000Z,BURGB,Burglary Of Business
MP 2018 141537,2018-05-04T07:25:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 997853,2018-05-04T09:00:25.000Z,TBLDG,Theft From Building
MP 2018 141599,2018-05-04T10:00:00.000Z,THEFT,Other Theft
MP 2018 141626,2018-05-04T10:12:00.000Z,BURGB,Burglary Of Business
MP 2018 141669,2018-05-04T10:21:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 141681,2018-05-04T10:32:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 141662,2018-05-04T10:45:00.000Z,THEFT,Other Theft
MP 2018 997850,2018-05-04T11:41:00.000Z,THEFT,Other Theft
MP 2018 997849,2018-05-04T12:11:52.000Z,THEFT,Other Theft
MP 2018 141817,2018-05-04T12:18:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 141791,2018-05-04T12:59:00.000Z,THFTSW,Theft By Swindle
MP 2018 141898,2018-05-04T13:13:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 141908,2018-05-04T13:22:00.000Z,THEFT,Other Theft
MP 2018 997846,2018-05-04T13:24:49.000Z,THEFT,Other Theft
MP 2018 141948,2018-05-04T13:44:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 141761,2018-05-04T13:45:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 141937,2018-05-04T13:49:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 141882,2018-05-04T14:18:00.000Z,THEFT,Other Theft
MP 2018 141959,2018-05-04T14:27:00.000Z,SHOPLF,Shoplifting
MP 2018 141993,2018-05-04T15:00:00.000Z,THEFT,Other Theft
MP 2018 142049,2018-05-04T15:20:00.000Z,THFTSW,Theft By Swindle
MP 2018 997843,2018-05-04T15:26:28.000Z,THEFT,Other Theft
MP 2018 997842,2018-05-04T15:58:19.000Z,TBLDG,Theft From Building
MP 2018 142056,2018-05-04T16:00:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 142154,2018-05-04T16:30:00.000Z,THEFT,Other Theft
MP 2018 142071,2018-05-04T16:40:00.000Z,THEFT,Other Theft
MP 2018 142184,2018-05-04T17:00:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 997840,2018-05-04T18:11:01.000Z,THFTSW,Theft By Swindle
MP 2018 997839,2018-05-04T18:16:30.000Z,THEFT,Other Theft
MP 2018 142252,2018-05-04T18:20:00.000Z,SHOPLF,Shoplifting
MP 2018 142287,2018-05-04T18:30:00.000Z,SHOPLF,Shoplifting
MP 2018 142133,2018-05-04T18:30:00.000Z,SHOPLF,Shoplifting
MP 2018 997838,2018-05-04T18:37:30.000Z,THEFT,Other Theft
MP 2018 142124,2018-05-04T19:00:00.000Z,THEFT,Other Theft
MP 2018 142335,2018-05-04T19:07:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 142204,2018-05-04T19:30:00.000Z,THEFT,Other Theft
MP 2018 142443,2018-05-04T20:00:00.000Z,BIKETF,Bike Theft
MP 2018 142466,2018-05-04T20:05:00.000Z,THEFT,Other Theft
MP 2018 142482,2018-05-04T20:15:00.000Z,THEFT,Other Theft
MP 2018 142369,2018-05-04T20:24:00.000Z,SHOPLF,Shoplifting
MP 2018 997837,2018-05-04T21:27:27.000Z,THEFT,Other Theft
MP 2018 142547,2018-05-04T21:32:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 142594,2018-05-04T21:35:00.000Z,THEFT,Other Theft
MP 2018 142381,2018-05-04T22:14:00.000Z,THEFT,Other Theft
MP 2018 142448,2018-05-04T23:00:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 142349,2018-05-04T23:35:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 141994,2018-05-05T00:42:00.000Z,THEFT,Other Theft
MP 2018 142859,2018-05-05T01:30:00.000Z,THEFT,Other Theft
MP 2018 997835,2018-05-05T02:17:19.000Z,THEFT,Other Theft
MP 2018 143012,2018-05-05T02:48:00.000Z,ASLT3,Aslt-sgnfcnt Bdly Hm
MP 2018 142998,2018-05-05T02:48:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 142950,2018-05-05T03:00:00.000Z,CSCR,Crim Sex Cond-rape
MP 2018 142977,2018-05-05T03:04:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 142933,2018-05-05T03:29:00.000Z,DASTR,Domestic Assault/Strangulation
MP 2018 143050,2018-05-05T03:40:00.000Z,DASLT3,3rd Deg Domes Aslt
MP 2018 142922,2018-05-05T06:32:00.000Z,ROBPER,Robbery Of Person
MP 2018 143151,2018-05-05T07:24:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 143719,2018-05-05T07:41:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 143114,2018-05-05T07:50:00.000Z,ASLT4,Aslt-police/emerg P
MP 2018 143227,2018-05-05T09:40:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 143263,2018-05-05T10:20:00.000Z,THEFT,Other Theft
MP 2018 143203,2018-05-05T10:52:00.000Z,ASLT4,Aslt-police/emerg P
MP 2018 143304,2018-05-05T11:15:00.000Z,THEFT,Other Theft
MP 2018 143211,2018-05-05T11:20:00.000Z,THEFT,Other Theft
MP 2018 143332,2018-05-05T11:40:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 143279,2018-05-05T12:12:00.000Z,THEFT,Other Theft
MP 2018 143338,2018-05-05T12:55:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 143383,2018-05-05T12:57:00.000Z,DASLT2,2nd Deg Domes Aslt
MP 2018 143396,2018-05-05T13:20:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 997831,2018-05-05T13:36:17.000Z,TFMV,Theft From Motr Vehc
MP 2018 143398,2018-05-05T13:39:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 143469,2018-05-05T13:55:00.000Z,THEFT,Other Theft
MP 2018 143419,2018-05-05T14:19:00.000Z,ROBPER,Robbery Of Person
