caseNumber,reportedDate,offense,description
MP 2017 491339,2018-01-01T00:26:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2017 491448,2018-01-01T00:38:00.000Z,ROBPAG,Robbery Per Agg
MP 2017 491390,2018-01-01T01:02:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 000140,2018-01-01T02:05:00.000Z,ASLT3,Aslt-sgnfcnt Bdly Hm
MP 2018 000199,2018-01-01T02:20:00.000Z,ROBPER,Robbery Of Person
MP 2018 000186,2018-01-01T02:54:00.000Z,ASLT3,Aslt-sgnfcnt Bdly Hm
MP 2017 491473,2018-01-01T03:38:00.000Z,DASLT2,2nd Deg Domes Aslt
MP 2018 000122,2018-01-01T03:45:00.000Z,ASLT3,Aslt-sgnfcnt Bdly Hm
MP 2018 000198,2018-01-01T03:47:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 000256,2018-01-01T04:03:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 000307,2018-01-01T05:45:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 000358,2018-01-01T07:50:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 000431,2018-01-01T11:02:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 000482,2018-01-01T12:26:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 000437,2018-01-01T12:30:00.000Z,THEFT,Other Theft
MP 2018 000465,2018-01-01T13:25:00.000Z,BURGB,Burglary Of Business
MP 2018 000420,2018-01-01T13:30:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 000529,2018-01-01T14:32:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 000528,2018-01-01T14:53:00.000Z,SHOPLF,Shoplifting
MP 2017 490883,2018-01-01T15:08:00.000Z,THFTSW,Theft By Swindle
MP 2018 000594,2018-01-01T15:38:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 000630,2018-01-01T16:08:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 000644,2018-01-01T16:30:00.000Z,THEFT,Other Theft
MP 2018 000638,2018-01-01T16:45:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 000645,2018-01-01T17:00:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 000663,2018-01-01T17:45:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 000681,2018-01-01T18:00:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 000701,2018-01-01T18:05:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 000651,2018-01-01T18:08:00.000Z,THEFT,Other Theft
MP 2018 000490,2018-01-01T18:13:00.000Z,THEFT,Other Theft
MP 2018 000734,2018-01-01T18:30:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 000723,2018-01-01T19:00:00.000Z,MVTHFT,Other Vehicle Theft
MP 2018 000746,2018-01-01T19:30:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 000774,2018-01-01T19:36:00.000Z,CSCR,Crim Sex Cond-rape
MP 2018 000735,2018-01-01T20:07:00.000Z,SHOPLF,Shoplifting
MP 2018 000782,2018-01-01T21:20:00.000Z,SHOPLF,Shoplifting
MP 2018 000745,2018-01-01T21:38:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 000710,2018-01-01T21:43:00.000Z,THEFT,Other Theft
MP 2018 999992,2018-01-01T22:56:39.000Z,THEFT,Other Theft
MP 2018 000920,2018-01-01T23:00:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 000919,2018-01-02T01:22:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 000881,2018-01-02T01:30:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 000976,2018-01-02T01:30:00.000Z,DASLT2,2nd Deg Domes Aslt
MP 2018 001108,2018-01-02T06:20:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 001107,2018-01-02T06:30:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 001164,2018-01-02T08:50:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 001179,2018-01-02T09:30:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 001196,2018-01-02T10:32:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999989,2018-01-02T10:33:36.000Z,THEFT,Other Theft
MP 2018 999988,2018-01-02T10:44:44.000Z,THEFT,Other Theft
MP 2018 001178,2018-01-02T11:00:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 001235,2018-01-02T11:30:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 001222,2018-01-02T11:50:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999984,2018-01-02T11:58:51.000Z,THEFT,Other Theft
MP 2018 999983,2018-01-02T12:05:12.000Z,THEFT,Other Theft
MP 2018 001293,2018-01-02T13:03:00.000Z,THEFT,Other Theft
MP 2018 999981,2018-01-02T13:41:16.000Z,THEFT,Other Theft
MP 2018 999979,2018-01-02T13:49:48.000Z,THEFT,Other Theft
MP 2018 001223,2018-01-02T14:00:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 001283,2018-01-02T14:00:00.000Z,THEFT,Other Theft
MP 2018 001294,2018-01-02T14:15:00.000Z,THEFT,Other Theft
MP 2018 001381,2018-01-02T14:20:00.000Z,THEFT,Other Theft
MP 2018 001407,2018-01-02T14:24:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999977,2018-01-02T14:30:53.000Z,THEFT,Other Theft
MP 2018 001318,2018-01-02T14:52:00.000Z,BURGB,Burglary Of Business
MP 2018 001445,2018-01-02T15:01:00.000Z,BURGB,Burglary Of Business
MP 2018 999975,2018-01-02T15:07:19.000Z,THEFT,Other Theft
MP 2018 001515,2018-01-02T15:30:00.000Z,DASTR,Domestic Assault/Strangulation
MP 2018 999974,2018-01-02T15:33:11.000Z,THEFT,Other Theft
MP 2018 001477,2018-01-02T15:36:00.000Z,THEFT,Other Theft
MP 2018 001462,2018-01-02T16:13:00.000Z,DASLT3,3rd Deg Domes Aslt
MP 2018 001499,2018-01-02T16:15:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 999971,2018-01-02T16:41:42.000Z,THEFT,Other Theft
MP 2018 999970,2018-01-02T16:48:55.000Z,TFMV,Theft From Motr Vehc
MP 2018 001617,2018-01-02T17:05:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 001684,2018-01-02T17:30:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 001696,2018-01-02T17:50:00.000Z,THEFT,Other Theft
MP 2018 001738,2018-01-02T18:15:00.000Z,BURGB,Burglary Of Business
MP 2018 001566,2018-01-02T18:51:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 001682,2018-01-02T18:57:00.000Z,THEFT,Other Theft
MP 2018 001723,2018-01-02T19:01:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 001816,2018-01-02T19:50:00.000Z,THEFT,Other Theft
MP 2018 999965,2018-01-02T20:23:26.000Z,TFMV,Theft From Motr Vehc
MP 2018 001451,2018-01-02T20:55:00.000Z,THEFT,Other Theft
MP 2018 001926,2018-01-02T21:00:00.000Z,THEFT,Other Theft
MP 2018 001812,2018-01-02T21:22:00.000Z,THEFT,Other Theft
MP 2018 001919,2018-01-02T21:37:00.000Z,SHOPLF,Shoplifting
MP 2018 001688,2018-01-02T22:00:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 001988,2018-01-02T22:26:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 002018,2018-01-02T23:12:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 001878,2018-01-02T23:35:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 003025,2018-01-03T00:01:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 002027,2018-01-03T03:00:00.000Z,CSCR,Crim Sex Cond-rape
MP 2018 002194,2018-01-03T03:55:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999962,2018-01-03T05:59:29.000Z,TMVP,Theft-motr Veh Parts
MP 2018 002264,2018-01-03T08:39:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999961,2018-01-03T08:45:21.000Z,TFMV,Theft From Motr Vehc
MP 2018 002249,2018-01-03T09:06:00.000Z,BURGB,Burglary Of Business
MP 2018 002293,2018-01-03T09:27:00.000Z,THEFT,Other Theft
MP 2018 002289,2018-01-03T09:33:00.000Z,THEFT,Other Theft
MP 2018 999959,2018-01-03T09:41:02.000Z,THEFT,Other Theft
MP 2018 002310,2018-01-03T09:42:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 999958,2018-01-03T09:59:11.000Z,THEFT,Other Theft
MP 2018 002280,2018-01-03T10:20:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 002322,2018-01-03T10:30:00.000Z,BURGB,Burglary Of Business
MP 2018 002343,2018-01-03T10:38:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 002340,2018-01-03T10:48:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 002371,2018-01-03T11:25:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999957,2018-01-03T11:36:34.000Z,THFTSW,Theft By Swindle
MP 2018 999956,2018-01-03T11:40:33.000Z,THEFT,Other Theft
MP 2018 999955,2018-01-03T11:42:53.000Z,THEFT,Other Theft
MP 2018 002326,2018-01-03T12:00:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 002405,2018-01-03T12:20:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999954,2018-01-03T12:26:26.000Z,TFMV,Theft From Motr Vehc
MP 2018 999953,2018-01-03T12:27:02.000Z,THEFT,Other Theft
MP 2018 002426,2018-01-03T12:31:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999952,2018-01-03T12:41:19.000Z,THEFT,Other Theft
MP 2018 999946,2018-01-03T14:11:42.000Z,THEFT,Other Theft
MP 2018 999945,2018-01-03T14:15:43.000Z,TFMV,Theft From Motr Vehc
MP 2018 002413,2018-01-03T14:16:00.000Z,THEFT,Other Theft
MP 2018 999944,2018-01-03T15:15:56.000Z,THEFT,Other Theft
MP 2018 002619,2018-01-03T15:28:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 002628,2018-01-03T16:05:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 999942,2018-01-03T16:40:15.000Z,THEFT,Other Theft
MP 2018 999940,2018-01-03T17:04:15.000Z,THEFT,Other Theft
MP 2018 002721,2018-01-03T17:26:00.000Z,THEFT,Other Theft
MP 2018 002740,2018-01-03T17:30:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 002754,2018-01-03T17:41:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 002560,2018-01-03T18:25:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 999939,2018-01-03T18:33:12.000Z,THEFT,Other Theft
MP 2018 999937,2018-01-03T19:44:45.000Z,THEFT,Other Theft
MP 2018 002912,2018-01-03T20:00:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 002968,2018-01-03T20:00:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 002786,2018-01-03T20:21:00.000Z,CSCR,Crim Sex Cond-rape
MP 2018 999934,2018-01-03T21:14:08.000Z,THEFT,Other Theft
MP 2018 002932,2018-01-03T21:16:00.000Z,ROBBIZ,Robbery Of Business
MP 2018 002987,2018-01-03T21:37:00.000Z,THEFT,Other Theft
MP 2018 003071,2018-01-03T21:49:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 003086,2018-01-03T22:00:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 002880,2018-01-03T22:24:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 003101,2018-01-03T22:30:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 002845,2018-01-03T22:35:00.000Z,THEFT,Other Theft
MP 2018 003054,2018-01-03T23:00:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 003127,2018-01-03T23:01:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 003156,2018-01-03T23:28:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 003169,2018-01-03T23:50:00.000Z,BURGB,Burglary Of Business
MP 2018 003211,2018-01-04T00:55:00.000Z,DASTR,Domestic Assault/Strangulation
MP 2018 003243,2018-01-04T00:59:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 003145,2018-01-04T01:11:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 003233,2018-01-04T01:15:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 003267,2018-01-04T01:30:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 003282,2018-01-04T02:35:00.000Z,DASTR,Domestic Assault/Strangulation
MP 2018 003347,2018-01-04T05:30:00.000Z,BURGB,Burglary Of Business
MP 2018 003372,2018-01-04T07:33:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 003402,2018-01-04T09:47:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 003361,2018-01-04T10:11:00.000Z,BURGB,Burglary Of Business
MP 2018 999933,2018-01-04T10:27:52.000Z,TFMV,Theft From Motr Vehc
MP 2018 003399,2018-01-04T10:30:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 002493,2018-01-04T10:30:00.000Z,THEFT,Other Theft
MP 2018 999932,2018-01-04T11:15:49.000Z,THEFT,Other Theft
MP 2018 003578,2018-01-04T12:00:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 003492,2018-01-04T12:08:00.000Z,THEFT,Other Theft
MP 2018 003142,2018-01-04T12:09:00.000Z,DASLT2,2nd Deg Domes Aslt
MP 2018 999931,2018-01-04T12:16:09.000Z,THEFT,Other Theft
MP 2018 003616,2018-01-04T12:45:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 999930,2018-01-04T12:48:41.000Z,THEFT,Other Theft
MP 2018 003859,2018-01-04T12:52:00.000Z,THEFT,Other Theft
MP 2018 999928,2018-01-04T13:54:03.000Z,TMVP,Theft-motr Veh Parts
MP 2018 999927,2018-01-04T13:58:32.000Z,THEFT,Other Theft
MP 2018 003721,2018-01-04T14:08:00.000Z,THEFT,Other Theft
MP 2018 003696,2018-01-04T14:19:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 003774,2018-01-04T14:40:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 999925,2018-01-04T14:47:58.000Z,TFMV,Theft From Motr Vehc
MP 2018 003620,2018-01-04T15:00:00.000Z,THEFT,Other Theft
MP 2018 999924,2018-01-04T15:20:04.000Z,TFMV,Theft From Motr Vehc
MP 2018 003780,2018-01-04T15:30:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 003803,2018-01-04T15:55:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 001971,2018-01-04T16:00:00.000Z,BIKETF,Bike Theft
MP 2018 003785,2018-01-04T16:13:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 003848,2018-01-04T16:29:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 003907,2018-01-04T17:00:00.000Z,THEFT,Other Theft
MP 2018 003921,2018-01-04T18:00:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 003944,2018-01-04T18:00:00.000Z,SHOPLF,Shoplifting
MP 2018 003999,2018-01-04T18:20:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 004034,2018-01-04T18:35:00.000Z,TBLDG,Theft From Building
MP 2018 004069,2018-01-04T19:30:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 004112,2018-01-04T20:23:00.000Z,CSCR,Crim Sex Cond-rape
MP 2018 004147,2018-01-04T21:15:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 004103,2018-01-04T21:33:00.000Z,BURGD,Burglary Of Dwelling
MP 2017 490866,2018-01-04T22:09:00.000Z,THFTSW,Theft By Swindle
MP 2018 004173,2018-01-04T22:30:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 004253,2018-01-04T22:34:00.000Z,ASLT4,Aslt-police/emerg P
MP 2017 490849,2018-01-04T23:07:00.000Z,THFTSW,Theft By Swindle
MP 2018 004335,2018-01-05T00:42:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 004292,2018-01-05T00:45:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 004189,2018-01-05T01:16:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 004288,2018-01-05T01:57:00.000Z,ROBPER,Robbery Of Person
MP 2018 004417,2018-01-05T03:10:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 004459,2018-01-05T04:30:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 004494,2018-01-05T05:55:00.000Z,THEFT,Other Theft
MP 2018 004477,2018-01-05T06:00:00.000Z,DASTR,Domestic Assault/Strangulation
MP 2018 004487,2018-01-05T07:00:00.000Z,BURGB,Burglary Of Business
MP 2018 004509,2018-01-05T07:50:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 004533,2018-01-05T08:43:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999922,2018-01-05T08:43:51.000Z,THEFT,Other Theft
MP 2018 004549,2018-01-05T09:30:00.000Z,SHOPLF,Shoplifting
MP 2018 004536,2018-01-05T09:42:00.000Z,THEFT,Other Theft
MP 2018 999920,2018-01-05T09:43:52.000Z,TFMV,Theft From Motr Vehc
MP 2018 999919,2018-01-05T09:45:11.000Z,TFMV,Theft From Motr Vehc
MP 2018 999918,2018-01-05T09:54:04.000Z,TMVP,Theft-motr Veh Parts
MP 2018 004553,2018-01-05T10:05:00.000Z,THEFT,Other Theft
MP 2018 004555,2018-01-05T10:08:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 004609,2018-01-05T10:18:00.000Z,ROBPER,Robbery Of Person
MP 2018 004601,2018-01-05T10:27:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999917,2018-01-05T10:29:34.000Z,THEFT,Other Theft
MP 2018 004600,2018-01-05T10:40:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999916,2018-01-05T10:58:51.000Z,TFMV,Theft From Motr Vehc
MP 2018 004657,2018-01-05T11:38:00.000Z,THEFT,Other Theft
MP 2018 004672,2018-01-05T11:38:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999915,2018-01-05T11:44:28.000Z,THEFT,Other Theft
MP 2018 999914,2018-01-05T11:45:49.000Z,THEFT,Other Theft
MP 2018 004718,2018-01-05T12:12:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 004760,2018-01-05T13:35:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 999909,2018-01-05T14:47:32.000Z,THEFT,Other Theft
MP 2018 003630,2018-01-05T14:54:00.000Z,THEFT,Other Theft
MP 2018 001469,2018-01-05T14:57:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 004806,2018-01-05T15:00:00.000Z,THEFT,Other Theft
MP 2018 004954,2018-01-05T15:35:00.000Z,THEFT,Other Theft
MP 2018 004928,2018-01-05T15:45:00.000Z,THEFT,Other Theft
MP 2018 004926,2018-01-05T16:09:00.000Z,SHOPLF,Shoplifting
MP 2018 999907,2018-01-05T16:24:05.000Z,TFMV,Theft From Motr Vehc
MP 2018 999905,2018-01-05T16:38:57.000Z,TFMV,Theft From Motr Vehc
MP 2018 999904,2018-01-05T16:49:36.000Z,THFTSW,Theft By Swindle
MP 2018 999903,2018-01-05T16:53:14.000Z,TFMV,Theft From Motr Vehc
MP 2018 999902,2018-01-05T17:09:03.000Z,THEFT,Other Theft
MP 2018 004925,2018-01-05T17:10:00.000Z,THEFT,Other Theft
MP 2018 005016,2018-01-05T17:21:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 005036,2018-01-05T17:30:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 004952,2018-01-05T17:54:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 005109,2018-01-05T18:21:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 005089,2018-01-05T18:39:00.000Z,SHOPLF,Shoplifting
MP 2018 005021,2018-01-05T18:53:00.000Z,THEFT,Other Theft
MP 2018 999900,2018-01-05T19:02:05.000Z,THEFT,Other Theft
MP 2018 005184,2018-01-05T19:45:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 005008,2018-01-05T20:17:00.000Z,DASLT2,2nd Deg Domes Aslt
MP 2018 005205,2018-01-05T20:30:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999899,2018-01-05T20:30:30.000Z,THEFT,Other Theft
MP 2018 005279,2018-01-05T20:50:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 005262,2018-01-05T20:51:00.000Z,THFTSW,Theft By Swindle
MP 2018 005243,2018-01-05T21:00:00.000Z,THEFT,Other Theft
MP 2018 005129,2018-01-05T21:12:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 005080,2018-01-05T21:36:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 005290,2018-01-05T21:58:00.000Z,ROBBIZ,Robbery Of Business
MP 2018 005139,2018-01-05T22:00:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 005215,2018-01-05T22:29:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 005277,2018-01-05T22:34:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 005393,2018-01-05T22:55:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 005386,2018-01-05T23:00:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 005539,2018-01-05T23:07:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 005390,2018-01-05T23:33:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 005337,2018-01-05T23:59:00.000Z,SHOPLF,Shoplifting
MP 2018 005126,2018-01-06T00:30:00.000Z,THEFT,Other Theft
MP 2018 005340,2018-01-06T02:35:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 005645,2018-01-06T04:06:00.000Z,THEFT,Other Theft
MP 2018 999896,2018-01-06T09:18:14.000Z,THEFT,Other Theft
MP 2018 999895,2018-01-06T09:18:42.000Z,THEFT,Other Theft
MP 2018 005738,2018-01-06T09:32:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999894,2018-01-06T09:37:26.000Z,THEFT,Other Theft
MP 2018 005753,2018-01-06T10:10:00.000Z,ROBPER,Robbery Of Person
MP 2018 999893,2018-01-06T10:39:44.000Z,TFMV,Theft From Motr Vehc
MP 2018 005768,2018-01-06T10:50:00.000Z,SHOPLF,Shoplifting
MP 2018 005794,2018-01-06T11:48:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 005791,2018-01-06T12:06:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999892,2018-01-06T12:53:05.000Z,THEFT,Other Theft
MP 2018 005840,2018-01-06T13:08:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 005849,2018-01-06T13:35:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 005921,2018-01-06T15:08:00.000Z,SHOPLF,Shoplifting
MP 2018 005942,2018-01-06T15:19:00.000Z,CSCR,Crim Sex Cond-rape
MP 2018 005924,2018-01-06T15:21:00.000Z,SHOPLF,Shoplifting
MP 2018 005868,2018-01-06T15:30:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 005973,2018-01-06T16:10:00.000Z,THEFT,Other Theft
MP 2018 006012,2018-01-06T17:20:00.000Z,THEFT,Other Theft
MP 2018 006100,2018-01-06T18:09:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 005997,2018-01-06T18:38:00.000Z,THEFT,Other Theft
MP 2018 006062,2018-01-06T19:26:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 006171,2018-01-06T19:33:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 006112,2018-01-06T19:35:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 006151,2018-01-06T19:56:00.000Z,THFTSW,Theft By Swindle
MP 2018 006200,2018-01-06T20:00:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 006216,2018-01-06T20:12:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 999888,2018-01-06T20:52:42.000Z,TFMV,Theft From Motr Vehc
MP 2018 006270,2018-01-06T21:51:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 006181,2018-01-06T21:57:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 006072,2018-01-06T22:30:00.000Z,SHOPLF,Shoplifting
MP 2018 999886,2018-01-06T22:38:56.000Z,THEFT,Other Theft
MP 2018 006512,2018-01-07T00:00:00.000Z,THEFT,Other Theft
MP 2018 006488,2018-01-07T00:10:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 006521,2018-01-07T00:39:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 006557,2018-01-07T01:06:00.000Z,ASLT3,Aslt-sgnfcnt Bdly Hm
MP 2018 006528,2018-01-07T01:20:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 006584,2018-01-07T02:43:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 006616,2018-01-07T03:19:00.000Z,MURDR,Murder (general)
MP 2018 006659,2018-01-07T04:48:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 006643,2018-01-07T05:15:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 006641,2018-01-07T06:00:00.000Z,BURGB,Burglary Of Business
MP 2018 006730,2018-01-07T08:55:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 006776,2018-01-07T10:00:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999883,2018-01-07T10:25:03.000Z,THEFT,Other Theft
MP 2018 006784,2018-01-07T10:30:00.000Z,THEFT,Other Theft
MP 2018 006777,2018-01-07T10:32:00.000Z,THEFT,Other Theft
MP 2018 006788,2018-01-07T10:46:00.000Z,THEFT,Other Theft
MP 2018 006796,2018-01-07T10:55:00.000Z,THEFT,Other Theft
MP 2018 006787,2018-01-07T11:29:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 006804,2018-01-07T11:41:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 006827,2018-01-07T11:50:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999882,2018-01-07T11:53:33.000Z,TFMV,Theft From Motr Vehc
MP 2018 006810,2018-01-07T12:00:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 006838,2018-01-07T12:45:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 006830,2018-01-07T13:39:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 006868,2018-01-07T13:50:00.000Z,SHOPLF,Shoplifting
MP 2018 006841,2018-01-07T14:00:00.000Z,THEFT,Other Theft
MP 2018 999881,2018-01-07T14:06:02.000Z,TFMV,Theft From Motr Vehc
MP 2018 999880,2018-01-07T14:22:32.000Z,THEFT,Other Theft
MP 2018 999879,2018-01-07T14:35:01.000Z,THEFT,Other Theft
MP 2018 006896,2018-01-07T15:00:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 006864,2018-01-07T15:20:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 999878,2018-01-07T15:43:44.000Z,THEFT,Other Theft
MP 2018 006932,2018-01-07T15:46:00.000Z,ROBBIZ,Robbery Of Business
MP 2018 006923,2018-01-07T16:45:00.000Z,THFTSW,Theft By Swindle
MP 2018 007016,2018-01-07T18:30:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 007065,2018-01-07T19:17:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 007106,2018-01-07T20:00:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 007131,2018-01-07T20:11:00.000Z,THEFT,Other Theft
MP 2018 006963,2018-01-07T20:15:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 007125,2018-01-07T20:19:00.000Z,ASLT2,Asslt W/dngrs Weapon
